324,2,0,1,1,19.68,23.485,33,27.9993,2012,4,2,0,15
190,2,0,0,1,27.06,30.305,78,15.0013,2011,6,11,5,22
4,1,0,1,1,4.92,7.575,68,7.0015,2011,1,4,1,5
33,4,0,1,3,18.04,21.97,100,12.998,2011,12,7,2,13
122,1,0,1,1,18.86,22.725,31,26.0027,2011,2,16,2,16
202,4,0,1,3,21.32,25.0,88,32.9975,2011,10,19,2,9
37,3,0,1,1,29.52,34.85,74,12.998,2011,7,6,2,0
89,1,0,1,1,9.02,11.365,47,11.0014,2011,1,5,2,20
401,1,0,0,2,22.96,26.515,37,19.0012,2012,1,7,5,16
149,3,0,0,3,30.34,35.605,79,11.0014,2011,8,6,5,17
6,4,0,1,1,9.02,11.365,69,12.998,2012,11,14,2,4
83,1,0,0,2,11.48,12.12,93,30.0026,2011,2,5,5,18
9,2,0,1,2,13.12,15.91,87,12.998,2011,4,8,4,5
4,3,0,1,1,27.88,31.82,79,8.9981,2012,7,10,1,4
198,1,0,1,1,14.76,18.18,46,0.0,2012,2,3,4,13
6,4,0,1,2,23.78,27.275,64,23.9994,2012,10,15,0,2
35,3,0,0,1,21.32,25.0,77,12.998,2012,9,9,6,6
374,3,0,1,2,22.96,26.515,68,7.0015,2011,9,19,0,19
210,2,0,1,1,24.6,30.305,64,6.0032,2012,6,7,3,10
460,4,0,1,1,19.68,23.485,67,15.0013,2012,12,4,1,19
647,4,0,0,1,26.24,30.305,65,16.9979,2012,10,6,5,11
21,1,0,1,3,13.12,15.91,93,11.0014,2011,3,9,2,22
140,1,0,1,1,13.12,15.15,53,22.0028,2011,3,14,0,9
15,1,0,0,1,5.74,10.605,80,0.0,2011,2,12,5,2
16,2,0,0,1,20.5,24.24,63,8.9981,2012,4,15,6,6
162,3,0,0,1,27.06,30.305,83,7.0015,2012,8,11,5,8
264,4,0,1,1,24.6,29.545,73,19.0012,2012,10,5,4,22
9,1,0,0,1,9.84,14.395,70,0.0,2012,2,18,5,6
330,1,0,1,2,23.78,27.275,60,23.9994,2012,3,15,3,20
4,3,0,0,1,28.7,33.335,79,12.998,2012,7,1,6,4
1,1,0,1,1,4.92,6.06,50,15.0013,2011,1,10,0,3
84,3,0,0,2,22.14,25.76,68,6.0032,2011,9,18,6,22
452,4,0,1,2,18.86,22.725,67,12.998,2011,11,14,0,8
145,2,0,1,3,21.32,25.0,94,15.0013,2012,6,18,0,7
123,1,0,1,1,4.92,6.82,39,11.0014,2011,2,9,2,9
411,2,0,1,1,22.96,26.515,60,7.0015,2011,4,19,1,17
137,2,0,0,1,13.94,16.665,81,8.9981,2011,4,2,5,13
77,1,0,1,1,9.02,9.85,37,26.0027,2011,1,14,4,13
4,2,0,1,2,9.84,11.365,93,16.9979,2011,4,1,4,3
26,1,0,0,2,12.3,15.91,42,7.0015,2011,1,15,5,22
16,4,0,1,2,21.32,25.0,77,12.998,2011,10,19,2,1
255,3,0,1,1,33.62,37.12,41,15.0013,2012,8,14,1,14
14,4,0,1,1,18.86,22.725,82,15.0013,2012,10,18,3,1
242,1,0,1,1,13.94,17.425,34,6.0032,2011,3,1,1,17
386,4,0,0,1,21.32,25.0,29,19.0012,2011,11,12,5,15
78,1,0,1,1,9.02,11.365,51,11.0014,2011,1,4,1,12
166,4,0,0,1,13.94,17.425,53,7.0015,2012,11,3,5,21
24,4,0,1,1,13.12,15.91,66,11.0014,2012,11,2,4,1
22,2,0,1,1,25.42,31.06,50,7.0015,2011,4,5,1,0
112,1,0,1,1,9.02,12.88,55,6.0032,2011,1,6,3,19
455,3,0,1,2,27.06,30.305,83,11.0014,2012,7,9,0,8
355,2,0,1,1,31.16,34.09,45,11.0014,2011,6,17,4,16
5,3,0,1,1,26.24,30.305,73,0.0,2011,8,17,2,4
244,4,0,1,1,14.76,16.665,43,22.0028,2012,11,5,0,12
110,4,0,0,2,14.76,18.94,62,0.0,2012,12,16,6,0
4,3,1,0,1,27.06,29.545,89,0.0,2012,9,3,0,5
272,2,0,1,2,26.24,29.545,78,7.0015,2011,6,16,3,17
351,1,0,1,1,24.6,31.06,49,11.0014,2012,3,13,1,20
6,1,0,0,1,16.4,20.455,17,27.9993,2011,2,19,5,6
186,4,0,1,1,20.5,24.24,45,8.9981,2011,11,1,1,15
233,1,0,1,1,13.12,15.15,31,15.0013,2011,3,7,0,18
340,3,0,1,1,27.06,31.06,36,19.0012,2012,9,10,0,14
26,1,0,1,2,17.22,21.21,82,22.0028,2012,3,16,4,1
168,4,0,0,1,10.66,12.88,65,15.0013,2012,11,17,5,8
368,1,0,1,1,18.04,21.97,82,7.0015,2012,3,14,2,7
464,1,0,0,1,17.22,21.21,41,19.9995,2012,3,11,6,13
350,2,0,1,1,29.52,32.575,42,0.0,2012,5,16,2,13
71,1,0,1,1,13.94,14.395,29,31.0009,2011,3,2,2,21
126,1,0,1,2,18.04,21.97,94,0.0,2012,3,16,4,23
110,2,0,1,3,18.86,22.725,51,7.0015,2012,4,18,2,12
539,4,0,1,2,24.6,28.79,78,15.0013,2011,10,11,1,18
95,4,0,0,1,9.02,11.365,41,8.9981,2011,12,10,5,22
254,3,0,1,2,36.9,40.91,35,0.0,2012,7,17,1,12
379,2,0,1,1,22.96,26.515,24,8.9981,2012,4,3,1,20
64,2,0,0,1,14.76,18.18,71,7.0015,2012,4,14,5,7
1,1,0,1,2,8.2,10.605,69,8.9981,2011,1,7,4,4
29,3,0,1,1,29.52,34.09,70,15.0013,2011,8,1,0,0
185,2,0,0,2,27.06,31.06,47,7.0015,2011,6,4,5,21
11,2,0,1,2,19.68,23.485,88,8.9981,2012,5,10,3,1
130,3,0,1,1,31.16,35.605,62,12.998,2011,7,18,0,10
4,1,1,0,1,11.48,12.88,45,22.0028,2012,1,2,0,4
77,3,0,1,3,27.88,31.82,89,7.0015,2011,8,3,2,22
259,3,0,1,2,27.06,31.06,69,15.0013,2012,8,9,3,22
144,3,0,1,2,32.8,38.635,59,15.0013,2011,8,9,1,10
358,2,0,0,1,24.6,31.06,49,0.0,2011,5,8,6,15
399,4,0,1,1,18.04,21.97,77,0.0,2011,12,5,0,18
103,4,0,0,1,18.86,22.725,82,0.0,2011,10,8,5,8
19,4,0,1,2,15.58,19.695,82,12.998,2012,10,9,1,5
827,4,0,1,1,20.5,24.24,39,19.0012,2012,10,11,3,17
27,2,0,0,1,22.96,26.515,60,6.0032,2012,6,16,5,3
46,4,0,0,2,12.3,15.15,81,11.0014,2012,11,18,6,3
3,1,0,0,2,11.48,12.88,41,26.0027,2012,2,19,6,4
53,2,0,0,3,18.04,21.97,94,15.0013,2011,4,16,5,20
305,3,0,0,1,32.8,34.85,33,15.0013,2011,7,2,5,19
225,2,0,1,2,23.78,27.275,73,8.9981,2012,6,18,0,13
152,4,0,0,2,21.32,25.0,94,0.0,2011,10,9,6,22
132,2,0,1,2,21.32,25.0,83,15.0013,2011,5,13,4,22
58,4,0,0,2,11.48,13.635,56,15.0013,2011,12,17,5,2
1,4,0,1,1,18.04,21.97,94,6.0032,2011,10,18,1,3
106,3,0,1,1,25.42,30.305,65,11.0014,2011,8,11,3,6
52,2,0,0,1,17.22,21.21,82,6.0032,2011,5,7,5,2
758,3,0,1,1,22.96,26.515,73,0.0,2012,9,13,3,8
571,3,0,1,1,28.7,32.575,54,12.998,2011,9,12,0,18
220,4,0,0,1,16.4,20.455,66,0.0,2012,11,10,5,21
277,2,0,1,1,22.14,25.76,45,16.9979,2011,6,3,4,7
53,1,0,0,2,12.3,15.15,70,8.9981,2012,2,11,5,0
8,4,0,1,1,15.58,19.695,87,0.0,2012,12,3,0,3
8,1,0,1,1,9.02,11.365,69,11.0014,2011,3,2,2,0
327,3,0,1,1,29.52,33.335,58,7.0015,2012,7,12,3,9
25,4,0,1,1,17.22,21.21,82,7.0015,2012,12,4,1,1
480,4,0,1,2,22.14,25.76,68,7.0015,2011,11,15,1,8
240,4,0,1,1,13.94,16.665,46,0.0,2012,11,14,2,12
187,1,0,1,2,14.76,16.665,34,23.9994,2012,3,9,4,11
31,3,0,1,1,23.78,27.275,88,7.0015,2011,9,14,2,5
208,3,0,1,1,31.98,37.12,59,19.9995,2011,7,11,0,9
392,3,0,0,1,34.44,35.605,20,0.0,2011,7,2,5,14
267,2,0,1,1,28.7,32.575,54,8.9981,2012,5,16,2,11
116,2,0,1,3,27.06,29.545,89,12.998,2012,6,12,1,15
30,1,0,1,1,7.38,12.12,93,0.0,2011,2,7,0,6
159,4,0,1,1,14.76,17.425,50,11.0014,2012,10,11,3,6
4,1,0,1,1,13.94,16.665,53,12.998,2011,2,17,3,3
309,4,0,1,1,17.22,21.21,82,19.0012,2011,10,4,1,7
3,1,0,0,1,21.32,25.0,34,27.9993,2011,3,19,5,4
99,1,0,1,2,10.66,14.395,87,6.0032,2012,1,11,2,11
5,4,0,1,3,18.86,22.725,94,6.0032,2011,11,16,2,1
78,3,0,0,1,27.06,31.06,54,0.0,2011,7,2,5,1
66,1,0,0,1,6.56,6.82,47,23.9994,2012,1,14,5,22
280,1,0,1,2,9.84,12.88,60,6.0032,2012,2,14,1,7
338,4,0,0,2,15.58,19.695,82,7.0015,2012,12,16,6,15
361,3,0,0,1,31.98,37.88,66,22.0028,2011,9,4,6,14
331,2,0,1,1,17.22,21.21,28,12.998,2012,4,9,0,7
67,4,0,0,2,16.4,20.455,76,22.0028,2011,10,1,5,8
15,3,1,0,1,27.06,29.545,94,0.0,2012,9,3,0,6
225,4,0,1,1,9.84,10.605,52,26.0027,2011,12,8,3,9
16,2,0,1,1,18.04,21.97,77,8.9981,2011,5,2,0,3
158,4,0,0,2,16.4,20.455,82,16.9979,2011,10,1,5,12
25,3,0,1,1,28.7,33.335,79,6.0032,2011,7,12,1,5
170,1,0,1,2,7.38,8.335,47,19.9995,2011,2,9,2,18
260,4,0,1,1,20.5,24.24,77,7.0015,2011,10,6,3,20
107,4,0,1,1,12.3,15.15,52,11.0014,2011,12,13,1,22
526,2,0,1,1,20.5,24.24,82,11.0014,2012,6,7,3,7
328,2,0,1,3,26.24,28.79,83,16.9979,2011,6,17,4,19
288,2,0,0,2,21.32,25.0,72,11.0014,2011,4,10,6,16
142,1,0,1,1,14.76,16.665,62,27.9993,2012,2,17,4,11
379,2,0,0,1,28.7,31.82,42,16.9979,2012,4,15,6,19
152,3,1,0,3,27.88,31.82,74,11.0014,2011,9,5,0,9
268,4,0,1,1,24.6,31.06,56,0.0,2012,12,3,0,15
41,2,1,0,1,26.24,31.06,53,22.0028,2012,4,16,0,0
231,1,0,1,1,17.22,21.21,38,12.998,2012,2,15,2,16
196,3,0,1,1,26.24,30.305,73,0.0,2011,9,2,4,20
468,2,0,0,2,31.16,34.85,52,15.0013,2011,6,18,5,16
50,4,0,1,1,13.12,15.91,70,11.0014,2011,12,15,3,0
60,4,0,1,3,12.3,14.395,56,16.9979,2012,11,7,2,22
127,3,0,0,1,22.96,26.515,68,6.0032,2012,9,16,6,22
87,1,0,1,1,22.96,26.515,56,8.9981,2012,3,13,1,23
122,4,0,1,2,14.76,18.18,93,6.0032,2012,12,7,4,23
256,1,0,1,1,15.58,19.695,40,31.0009,2011,2,14,0,8
16,2,0,0,1,14.76,16.665,50,23.9994,2011,4,17,6,7
258,2,0,1,2,25.42,31.06,46,12.998,2012,4,4,2,14
681,3,0,1,2,27.06,30.305,78,12.998,2012,8,1,2,8
74,4,0,0,1,8.2,9.85,51,15.0013,2011,12,11,6,0
462,4,0,0,1,24.6,31.06,40,19.9995,2011,10,16,6,14
17,4,0,1,1,9.02,13.635,80,0.0,2011,12,13,1,0
105,1,0,0,1,12.3,13.635,45,22.0028,2011,2,13,6,10
230,2,0,1,1,27.06,31.06,69,8.9981,2012,6,19,1,11
111,4,0,1,1,11.48,13.635,48,11.0014,2011,11,18,4,21
29,3,0,1,2,28.7,33.335,84,16.9979,2012,9,4,1,0
13,4,0,0,1,9.84,12.88,87,6.0032,2012,12,1,5,5
9,2,0,1,2,25.42,31.06,53,16.9979,2012,6,14,3,2
8,1,0,0,2,17.22,21.21,94,6.0032,2012,3,17,5,5
191,3,0,0,1,24.6,31.06,56,7.0015,2012,9,16,6,21
8,1,0,0,3,9.02,11.365,93,8.9981,2011,2,5,5,4
527,2,0,1,1,25.42,30.305,69,15.0013,2011,5,12,3,18
304,4,0,1,1,18.04,21.97,72,7.0015,2011,11,9,2,19
4,3,0,1,2,31.16,34.85,55,6.0032,2011,8,3,2,3
320,4,0,0,1,14.76,16.665,46,16.9979,2012,11,17,5,10
419,4,1,0,1,22.96,26.515,64,15.0013,2012,11,12,0,12
117,3,0,1,1,27.88,31.82,69,7.0015,2011,8,2,1,6
467,4,0,1,2,10.66,15.15,87,0.0,2011,12,14,2,8
102,3,0,1,1,28.7,33.335,74,7.0015,2011,7,8,4,6
457,4,0,1,1,18.04,21.97,62,11.0014,2011,10,6,3,8
112,1,0,1,2,13.94,15.15,76,22.0028,2011,3,9,2,16
117,2,0,1,1,21.32,25.0,83,0.0,2011,5,18,2,22
389,3,0,0,1,37.72,44.695,42,19.9995,2012,7,8,6,11
231,4,0,1,2,15.58,19.695,46,19.9995,2011,12,16,4,7
22,2,0,1,3,21.32,25.0,94,16.9979,2011,5,17,1,5
102,1,0,1,2,10.66,12.88,65,15.0013,2012,2,8,2,11
812,3,0,1,3,31.16,36.365,66,16.9979,2012,8,14,1,17
2,4,0,1,1,10.66,15.15,75,0.0,2011,12,14,2,2
196,2,0,0,2,19.68,23.485,82,16.9979,2011,5,1,6,17
62,1,0,1,2,8.2,11.365,92,7.0015,2012,1,9,0,22
413,2,0,0,1,22.14,25.76,16,22.0028,2012,4,7,5,19
95,4,0,0,2,10.66,14.395,81,6.0032,2012,12,15,5,1
52,3,0,0,1,24.6,27.275,88,8.9981,2011,9,10,5,7
13,1,0,0,1,13.94,16.665,66,11.0014,2011,3,13,6,4
24,4,0,0,3,13.94,15.91,87,16.9979,2011,10,2,6,1
321,1,0,1,2,12.3,14.395,65,12.998,2012,2,15,2,7
220,3,0,1,2,26.24,28.79,89,0.0,2012,8,10,4,9
237,4,0,1,1,18.86,22.725,44,26.0027,2011,11,4,4,15
385,4,0,1,1,9.84,14.395,81,0.0,2011,12,9,4,8
116,4,0,1,1,12.3,14.395,42,16.9979,2011,11,17,3,21
215,1,0,0,2,18.04,21.97,54,19.9995,2012,1,1,6,16
3,1,0,1,1,18.04,21.97,44,12.998,2012,2,1,2,3
165,3,0,1,1,29.52,34.09,62,6.0032,2011,8,19,4,10
16,3,0,1,1,28.7,33.335,74,8.9981,2012,7,10,1,2
46,1,0,1,1,12.3,15.15,65,8.9981,2012,2,6,0,23
134,3,0,1,2,29.52,34.85,74,7.0015,2011,7,19,1,6
30,1,0,0,1,13.12,14.395,42,30.0026,2011,1,2,6,19
125,1,0,1,1,21.32,25.0,42,16.9979,2011,3,17,3,15
34,1,0,1,3,17.22,21.21,0,15.0013,2011,3,10,3,12
5,4,0,1,3,14.76,18.94,100,0.0,2012,12,17,0,4
23,1,0,0,1,9.84,11.365,70,12.998,2011,3,12,5,7
247,4,0,1,1,11.48,15.91,75,0.0,2011,12,14,2,7
129,4,0,1,1,21.32,25.0,52,0.0,2011,10,6,3,10
193,4,0,0,1,22.96,26.515,73,7.0015,2011,10,9,6,20
13,2,0,0,1,20.5,24.24,72,6.0032,2012,6,3,6,4
7,1,0,1,1,18.86,22.725,77,35.0008,2012,3,9,4,3
92,3,0,0,3,25.42,27.275,94,11.0014,2012,8,18,5,1
29,2,0,1,3,24.6,27.275,88,8.9981,2012,6,12,1,5
120,4,0,1,3,22.14,25.76,94,22.0028,2011,10,12,2,11
217,1,0,1,2,14.76,17.425,62,12.998,2011,3,15,1,17
217,4,0,1,2,15.58,19.695,54,7.0015,2012,11,15,3,13
420,3,0,1,1,30.34,34.85,66,19.0012,2011,7,11,0,8
4,1,0,1,1,12.3,14.395,56,19.0012,2012,3,7,2,2
372,3,0,1,1,30.34,34.09,55,16.9979,2011,8,5,4,19
169,1,0,1,2,17.22,21.21,77,12.998,2011,2,18,4,9
12,1,0,1,1,4.92,5.305,33,22.0028,2011,2,8,1,23
74,3,0,1,1,26.24,29.545,78,7.0015,2011,9,13,1,23
238,3,0,0,1,30.34,34.09,58,11.0014,2011,7,9,5,21
5,4,0,1,1,17.22,21.21,88,0.0,2011,10,7,4,2
32,3,1,0,1,27.06,31.06,69,0.0,2012,7,4,2,6
704,2,0,0,1,28.7,31.82,37,8.9981,2012,5,19,5,13
85,3,0,1,1,28.7,32.575,65,6.0032,2012,8,10,4,0
279,2,0,0,2,21.32,25.0,94,8.9981,2011,5,14,5,11
21,1,0,1,3,17.22,21.21,0,16.9979,2011,3,10,3,16
53,1,0,0,1,10.66,12.88,65,11.0014,2011,3,12,5,8
232,4,0,1,2,13.94,18.18,42,0.0,2012,12,12,2,12
150,2,0,1,2,27.88,31.82,61,19.9995,2011,6,16,3,11
124,1,0,1,1,21.32,25.0,55,26.0027,2011,2,17,3,21
16,1,0,0,1,10.66,11.365,41,19.9995,2012,3,10,5,3
138,4,0,1,1,14.76,18.94,93,0.0,2012,12,3,0,6
20,1,0,0,1,9.02,11.365,87,12.998,2012,1,7,5,7
451,2,0,0,2,16.4,20.455,71,12.998,2012,4,1,6,11
90,1,0,0,3,9.02,12.12,93,7.0015,2012,2,11,5,9
225,3,0,1,1,35.26,39.395,41,8.9981,2012,8,2,3,14
11,4,0,0,1,9.84,12.88,65,7.0015,2011,12,10,5,6
59,4,0,0,2,10.66,12.88,56,15.0013,2011,12,17,5,8
338,3,0,1,2,25.42,29.545,78,12.998,2011,9,15,3,7
6,3,0,1,1,27.06,31.06,69,19.0012,2011,8,18,3,3
113,3,0,1,1,33.62,37.88,46,12.998,2011,7,13,2,10
90,2,0,1,1,21.32,25.0,55,19.0012,2011,4,18,0,22
240,4,0,1,2,13.94,16.665,71,12.998,2012,12,7,4,12
168,1,0,0,2,16.4,20.455,87,0.0,2012,3,3,5,10
7,1,0,0,3,18.04,21.97,100,15.0013,2011,3,6,6,15
4,1,0,0,3,8.2,12.88,100,0.0,2011,2,5,5,6
20,3,0,1,1,22.96,26.515,88,0.0,2011,9,13,1,5
20,3,0,1,3,26.24,28.79,89,0.0,2011,8,19,4,1
330,2,0,1,1,27.06,31.06,44,11.0014,2011,6,15,2,20
343,3,0,1,1,31.16,34.85,55,0.0,2012,7,5,3,7
386,2,0,1,1,26.24,31.06,50,23.9994,2011,6,14,1,19
263,1,0,1,1,13.12,14.395,42,23.9994,2012,1,18,2,7
88,3,0,1,2,27.88,31.82,89,8.9981,2011,8,3,2,21
29,1,0,1,3,6.56,9.09,93,7.0015,2011,1,11,1,22
20,3,0,1,3,25.42,29.545,73,7.0015,2011,9,2,4,2
355,3,0,0,3,30.34,35.605,74,8.9981,2012,9,2,6,15
178,2,0,1,1,30.34,32.575,28,0.0,2011,6,15,2,14
57,2,0,0,2,15.58,19.695,87,6.0032,2011,4,9,5,23
43,3,0,0,2,27.06,29.545,89,15.0013,2012,9,8,5,3
86,1,0,1,2,9.84,12.88,60,0.0,2012,3,5,0,10
59,1,0,1,1,9.02,12.88,44,6.0032,2011,1,6,3,11
25,1,0,1,1,9.02,12.88,75,6.0032,2012,1,6,4,0
9,1,0,1,2,17.22,21.21,67,8.9981,2012,2,2,3,2
140,2,0,1,2,27.06,31.06,65,22.0028,2011,5,3,1,11
70,1,0,1,1,11.48,13.635,36,11.0014,2011,1,6,3,14
629,3,0,1,1,30.34,33.335,48,15.0013,2012,7,12,3,19
10,3,0,1,2,24.6,27.275,88,8.9981,2011,8,15,0,1
297,2,0,1,1,18.86,22.725,88,8.9981,2011,5,12,3,7
397,2,0,0,1,30.34,33.335,51,0.0,2011,6,19,6,17
95,2,0,0,1,18.86,22.725,67,7.0015,2012,5,19,5,7
36,3,0,1,1,28.7,33.335,79,7.0015,2012,8,7,1,5
7,4,0,1,3,22.14,25.76,94,26.0027,2011,10,12,2,4
3,1,0,1,1,5.74,6.06,50,22.0028,2011,1,13,3,3
141,3,0,1,2,27.06,29.545,89,0.0,2011,7,13,2,16
107,1,0,1,1,13.94,14.395,31,32.9975,2012,3,9,4,22
312,1,0,0,1,20.5,24.24,31,32.9975,2011,3,19,5,14
255,3,0,1,2,31.16,34.85,55,16.9979,2012,7,9,0,13
241,4,0,1,1,13.12,15.15,49,16.9979,2012,11,5,0,20
296,3,0,0,1,29.52,33.335,51,15.0013,2011,7,16,5,20
140,1,0,1,1,16.4,20.455,35,11.0014,2012,2,6,0,14
121,3,1,0,2,28.7,33.335,84,8.9981,2012,9,3,0,22
119,2,0,0,1,22.96,26.515,68,16.9979,2012,6,17,6,8
3,1,0,1,1,5.74,7.575,50,8.9981,2012,1,19,3,2
229,3,0,1,1,25.42,28.79,83,12.998,2012,9,14,4,22
23,2,0,1,2,22.14,25.76,88,15.0013,2011,5,18,2,0
207,2,0,1,1,27.06,29.545,94,7.0015,2012,6,12,1,22
203,4,0,1,1,24.6,31.06,49,26.0027,2011,11,14,0,13
185,1,0,0,1,20.5,24.24,77,11.0014,2012,3,17,5,23
808,3,0,1,1,29.52,32.575,45,15.0013,2012,9,14,4,18
26,3,0,1,3,25.42,25.76,100,6.0032,2011,9,8,3,23
133,4,0,1,1,9.84,12.12,65,11.0014,2012,12,6,3,22
306,3,0,1,1,32.8,37.12,52,0.0,2012,8,7,1,15
218,2,0,1,1,29.52,34.09,70,8.9981,2011,6,7,1,21
127,2,0,1,2,22.14,25.76,49,22.0028,2011,5,6,4,10
12,2,0,0,1,10.66,13.635,70,7.0015,2011,4,2,5,6
491,3,0,0,1,35.26,40.15,47,35.0008,2012,8,5,6,12
480,4,0,1,1,17.22,21.21,38,23.9994,2011,11,4,4,17
15,3,0,1,2,30.34,33.335,51,16.9979,2012,7,2,0,2
178,4,0,1,2,11.48,12.88,56,19.9995,2012,11,7,2,10
355,4,0,1,3,13.94,15.15,61,19.9995,2011,11,17,3,8
96,2,0,0,1,17.22,21.21,67,6.0032,2011,5,1,6,0
4,3,0,1,2,22.14,25.76,94,19.9995,2011,9,6,1,4
298,2,0,0,1,22.96,26.515,49,19.9995,2011,5,7,5,10
7,1,0,1,1,4.1,6.82,54,6.0032,2011,2,11,4,1
99,1,0,1,2,12.3,14.395,42,15.0013,2011,2,4,4,16
216,3,0,1,2,32.8,39.395,63,23.9994,2011,7,8,4,14
9,3,0,1,1,27.06,30.305,83,0.0,2012,8,2,3,4
240,4,0,1,2,25.42,27.275,94,7.0015,2012,10,2,1,22
13,3,0,1,1,26.24,28.79,83,7.0015,2012,8,1,2,2
119,1,0,1,1,9.84,11.365,44,12.998,2012,1,19,3,14
315,3,0,0,1,28.7,32.575,58,8.9981,2011,9,10,5,19
36,2,0,0,1,14.76,16.665,29,23.9994,2012,4,7,5,2
172,4,0,1,2,13.12,15.15,49,15.0013,2012,12,12,2,11
8,4,1,0,1,12.3,14.395,61,12.998,2011,11,11,4,4
390,2,0,1,2,26.24,31.06,44,19.0012,2012,4,4,2,16
269,3,0,1,1,29.52,32.575,42,15.0013,2011,7,1,4,20
174,4,0,0,1,13.94,17.425,53,7.0015,2012,10,13,5,8
29,1,0,1,1,17.22,21.21,77,15.0013,2012,3,8,3,5
540,3,0,1,2,22.96,26.515,68,8.9981,2011,9,19,0,18
353,3,0,1,2,32.8,35.605,36,7.0015,2012,7,13,4,15
72,1,0,0,3,9.02,11.365,100,11.0014,2011,2,5,5,13
76,1,0,0,1,7.38,6.82,29,30.0026,2011,1,8,5,16
18,1,0,0,1,3.28,4.545,53,12.998,2012,2,12,6,7
265,2,0,1,3,19.68,23.485,44,19.9995,2012,4,18,2,9
40,2,0,1,2,24.6,31.06,56,16.9979,2012,6,14,3,5
27,4,0,1,1,14.76,17.425,66,15.0013,2012,11,19,0,0
24,3,0,1,1,27.06,31.06,69,6.0032,2011,8,17,2,0
106,2,0,1,1,22.14,25.76,45,19.9995,2011,6,3,4,6
362,3,0,0,2,34.44,40.15,53,16.9979,2011,8,6,5,15
96,4,0,1,1,19.68,23.485,67,16.9979,2012,12,4,1,23
784,4,0,1,2,18.86,22.725,77,7.0015,2012,10,1,0,8
432,2,0,1,2,31.16,36.365,70,7.0015,2011,6,9,3,8
100,1,0,1,2,14.76,17.425,87,12.998,2012,3,2,4,20
567,4,0,0,1,21.32,25.0,45,0.0,2012,11,10,5,15
274,2,0,1,1,26.24,31.06,41,23.9994,2012,6,4,0,13
139,3,0,1,3,27.06,29.545,89,19.9995,2011,9,8,3,15
39,1,0,0,2,18.86,22.725,88,19.9995,2011,1,1,5,23
16,1,0,1,1,4.92,7.575,93,8.9981,2011,1,12,2,6
35,2,0,1,1,21.32,25.0,68,0.0,2012,6,4,0,5
16,2,0,1,3,24.6,28.03,83,16.9979,2011,6,16,3,23
