datetime,count,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,year,month,day,dayofweek,hour
2011-01-09 02:00:00,11,1,0,0,1,4.1,3.03,46,31.0009,2011,1,9,6,2
2011-01-09 03:00:00,4,1,0,0,1,4.1,3.79,46,27.9993,2011,1,9,6,3
2011-01-09 04:00:00,1,1,0,0,1,3.28,4.545,53,12.998,2011,1,9,6,4
2011-01-09 05:00:00,1,1,0,0,1,3.28,4.545,53,12.998,2011,1,9,6,5
2011-01-09 06:00:00,1,1,0,0,1,4.1,4.545,49,19.0012,2011,1,9,6,6
2011-01-09 07:00:00,6,1,0,0,1,3.28,4.545,53,12.998,2011,1,9,6,7
2011-01-09 08:00:00,10,1,0,0,1,4.1,4.545,49,19.0012,2011,1,9,6,8
2011-01-09 09:00:00,19,1,0,0,1,4.92,3.79,46,35.0008,2011,1,9,6,9
2011-01-09 10:00:00,49,1,0,0,1,5.74,5.305,43,26.0027,2011,1,9,6,10
2011-01-09 11:00:00,49,1,0,0,1,6.56,6.06,40,35.0008,2011,1,9,6,11
2011-01-09 12:00:00,83,1,0,0,1,7.38,6.82,37,30.0026,2011,1,9,6,12
2011-01-09 13:00:00,75,1,0,0,1,8.2,8.335,34,30.0026,2011,1,9,6,13
2011-01-09 14:00:00,72,1,0,0,1,9.02,9.09,32,31.0009,2011,1,9,6,14
2011-01-09 15:00:00,82,1,0,0,1,9.02,9.85,35,23.9994,2011,1,9,6,15
2011-01-09 16:00:00,92,1,0,0,1,8.2,8.335,34,30.0026,2011,1,9,6,16
2011-01-09 17:00:00,62,1,0,0,1,7.38,7.575,37,26.0027,2011,1,9,6,17
2011-01-09 18:00:00,48,1,0,0,1,6.56,6.82,40,22.0028,2011,1,9,6,18
2011-01-09 19:00:00,41,1,0,0,1,6.56,6.82,43,22.0028,2011,1,9,6,19
2011-01-09 20:00:00,38,1,0,0,1,5.74,6.06,46,16.9979,2011,1,9,6,20
2011-01-09 21:00:00,20,1,0,0,1,5.74,5.305,46,27.9993,2011,1,9,6,21
2011-01-09 22:00:00,15,1,0,0,1,5.74,6.06,46,19.9995,2011,1,9,6,22
2011-01-09 23:00:00,6,1,0,0,1,4.92,6.82,50,12.998,2011,1,9,6,23
2011-01-10 00:00:00,5,1,0,1,1,4.92,6.06,50,19.0012,2011,1,10,0,0
2011-01-10 01:00:00,1,1,0,1,1,4.92,6.06,50,19.0012,2011,1,10,0,1
2011-01-10 02:00:00,3,1,0,1,1,4.92,6.06,50,15.0013,2011,1,10,0,2
2011-01-10 03:00:00,1,1,0,1,1,4.92,6.06,50,15.0013,2011,1,10,0,3
2011-01-10 04:00:00,3,1,0,1,1,4.1,6.06,54,8.9981,2011,1,10,0,4
2011-01-10 05:00:00,3,1,0,1,1,4.1,5.305,54,16.9979,2011,1,10,0,5
2011-01-10 06:00:00,31,1,0,1,1,4.92,6.06,50,19.0012,2011,1,10,0,6
2011-01-10 07:00:00,77,1,0,1,1,4.92,6.06,50,15.0013,2011,1,10,0,7
2011-01-10 08:00:00,188,1,0,1,2,4.92,6.06,50,19.0012,2011,1,10,0,8
2011-01-10 09:00:00,94,1,0,1,2,5.74,6.06,50,16.9979,2011,1,10,0,9
2011-01-10 10:00:00,31,1,0,1,2,5.74,6.06,50,19.9995,2011,1,10,0,10
2011-01-10 11:00:00,30,1,0,1,2,6.56,6.82,47,19.0012,2011,1,10,0,11
2011-01-10 12:00:00,52,1,0,1,2,8.2,9.09,40,19.0012,2011,1,10,0,12
2011-01-10 13:00:00,54,1,0,1,2,8.2,9.09,40,19.0012,2011,1,10,0,13
2011-01-10 14:00:00,47,1,0,1,2,8.2,9.85,40,15.0013,2011,1,10,0,14
2011-01-10 15:00:00,45,1,0,1,2,8.2,9.85,40,15.0013,2011,1,10,0,15
2011-01-10 16:00:00,74,1,0,1,1,8.2,10.605,40,8.9981,2011,1,10,0,16
2011-01-10 17:00:00,178,1,0,1,1,8.2,11.365,40,7.0015,2011,1,10,0,17
2011-01-10 18:00:00,155,1,0,1,1,8.2,9.85,40,15.0013,2011,1,10,0,18
2011-01-10 19:00:00,95,1,0,1,1,6.56,8.335,47,11.0014,2011,1,10,0,19
2011-01-10 20:00:00,74,1,0,1,1,6.56,8.335,50,11.0014,2011,1,10,0,20
2011-01-10 21:00:00,38,1,0,1,1,5.74,6.82,59,12.998,2011,1,10,0,21
2011-01-10 22:00:00,24,1,0,1,1,5.74,7.575,59,11.0014,2011,1,10,0,22
2011-01-10 23:00:00,18,1,0,1,1,5.74,7.575,59,11.0014,2011,1,10,0,23
2011-01-11 00:00:00,12,1,0,1,1,5.74,8.335,59,7.0015,2011,1,11,1,0
2011-01-11 01:00:00,3,1,0,1,1,5.74,7.575,59,11.0014,2011,1,11,1,1
2011-01-11 02:00:00,3,1,0,1,2,6.56,7.575,55,12.998,2011,1,11,1,2
2011-01-11 05:00:00,6,1,0,1,2,6.56,9.09,55,8.9981,2011,1,11,1,5
2011-01-11 06:00:00,27,1,0,1,2,6.56,9.09,55,8.9981,2011,1,11,1,6
2011-01-11 07:00:00,99,1,0,1,2,6.56,11.365,55,0.0,2011,1,11,1,7
2011-01-11 08:00:00,217,1,0,1,2,7.38,10.605,51,6.0032,2011,1,11,1,8
2011-01-11 09:00:00,130,1,0,1,2,7.38,9.85,51,11.0014,2011,1,11,1,9
2011-01-11 10:00:00,54,1,0,1,2,8.2,10.605,51,11.0014,2011,1,11,1,10
2011-01-11 11:00:00,35,1,0,1,2,8.2,10.605,47,8.9981,2011,1,11,1,11
2011-01-11 12:00:00,57,1,0,1,2,8.2,11.365,51,7.0015,2011,1,11,1,12
2011-01-11 13:00:00,52,1,0,1,2,8.2,11.365,59,6.0032,2011,1,11,1,13
2011-01-11 14:00:00,63,1,0,1,2,8.2,11.365,59,6.0032,2011,1,11,1,14
2011-01-11 15:00:00,47,1,0,1,2,6.56,9.85,80,6.0032,2011,1,11,1,15
2011-01-11 16:00:00,76,1,0,1,2,6.56,7.575,86,15.0013,2011,1,11,1,16
2011-01-11 17:00:00,136,1,0,1,2,6.56,7.575,86,15.0013,2011,1,11,1,17
2011-01-11 18:00:00,95,1,0,1,3,6.56,9.09,93,7.0015,2011,1,11,1,18
2011-01-11 19:00:00,51,1,0,1,3,6.56,11.365,93,0.0,2011,1,11,1,19
2011-01-11 20:00:00,32,1,0,1,3,6.56,7.575,93,12.998,2011,1,11,1,20
2011-01-11 21:00:00,20,1,0,1,3,6.56,9.85,86,6.0032,2011,1,11,1,21
2011-01-11 22:00:00,29,1,0,1,3,6.56,9.09,93,7.0015,2011,1,11,1,22
2011-01-11 23:00:00,19,1,0,1,3,6.56,9.85,93,6.0032,2011,1,11,1,23
2011-01-12 00:00:00,7,1,0,1,2,6.56,9.85,86,6.0032,2011,1,12,2,0
2011-01-12 01:00:00,6,1,0,1,2,6.56,9.09,86,7.0015,2011,1,12,2,1
2011-01-12 02:00:00,1,1,0,1,1,5.74,7.575,86,8.9981,2011,1,12,2,2
2011-01-12 05:00:00,5,1,0,1,1,5.74,7.575,86,11.0014,2011,1,12,2,5
2011-01-12 06:00:00,16,1,0,1,1,4.92,7.575,93,8.9981,2011,1,12,2,6
2011-01-12 07:00:00,54,1,0,1,1,5.74,7.575,69,8.9981,2011,1,12,2,7
2011-01-12 08:00:00,128,1,0,1,1,6.56,8.335,59,11.0014,2011,1,12,2,8
2011-01-12 09:00:00,81,1,0,1,1,6.56,6.82,59,22.0028,2011,1,12,2,9
2011-01-12 10:00:00,39,1,0,1,1,7.38,9.09,55,15.0013,2011,1,12,2,10
2011-01-12 11:00:00,35,1,0,1,1,8.2,9.09,51,26.0027,2011,1,12,2,11
2011-01-12 12:00:00,55,1,0,1,1,8.2,7.575,47,39.0007,2011,1,12,2,12
2011-01-12 13:00:00,49,1,0,1,1,9.02,9.85,44,23.9994,2011,1,12,2,13
2011-01-12 14:00:00,44,1,0,1,1,8.2,9.09,47,22.0028,2011,1,12,2,14
2011-01-12 15:00:00,49,1,0,1,1,8.2,8.335,47,27.9993,2011,1,12,2,15
2011-01-12 16:00:00,68,1,0,1,1,9.02,9.85,44,22.0028,2011,1,12,2,16
2011-01-12 17:00:00,139,1,0,1,1,8.2,9.09,47,23.9994,2011,1,12,2,17
2011-01-12 18:00:00,137,1,0,1,1,8.2,7.575,47,35.0008,2011,1,12,2,18
2011-01-12 19:00:00,83,1,0,1,1,7.38,7.575,47,27.9993,2011,1,12,2,19
2011-01-12 20:00:00,56,1,0,1,1,6.56,6.82,50,22.0028,2011,1,12,2,20
2011-01-12 21:00:00,57,1,0,1,1,6.56,6.82,55,22.0028,2011,1,12,2,21
2011-01-12 22:00:00,33,1,0,1,1,6.56,6.06,55,30.0026,2011,1,12,2,22
2011-01-12 23:00:00,20,1,0,1,1,5.74,5.305,59,27.9993,2011,1,12,2,23
2011-01-13 00:00:00,7,1,0,1,1,5.74,6.06,59,19.0012,2011,1,13,3,0
2011-01-13 01:00:00,2,1,0,1,1,5.74,6.06,50,19.0012,2011,1,13,3,1
2011-01-13 02:00:00,2,1,0,1,1,5.74,6.06,50,23.9994,2011,1,13,3,2
2011-01-13 03:00:00,3,1,0,1,1,5.74,6.06,50,22.0028,2011,1,13,3,3
2011-01-13 04:00:00,4,1,0,1,1,5.74,6.06,50,16.9979,2011,1,13,3,4
2011-01-13 05:00:00,3,1,0,1,1,5.74,6.06,50,19.9995,2011,1,13,3,5
2011-01-13 06:00:00,28,1,0,1,1,4.92,7.575,54,8.9981,2011,1,13,3,6
